name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,revenue_per_copy
Charming Hearts,2024-06-13,8239,9.99,61946.0,6.750066937296435,88,Indie,坤舆科技,"坤舆科技,一冉影视",2817140,7.518630901808472
Mad World  - Age of Darkness - MMORPG,2024-01-25,16540,0.0,61737.0,19.2830024831735,46,Indie,Jandisoft,Jandisoft,771580,3.7325876662636035
Just Crow Things,2024-08-15,3701,19.99,61496.0,3.30811829010812,96,Indie,Unbound Creations,Unbound Creations,2537920,16.616049716292896
College Bowl,2024-06-20,3168,24.99,61396.0,18.181356254688936,90,Indie,Super Pixel Games,Super Pixel Games,1226160,19.380050505050505
The Emperor and State,2024-07-26,5274,14.99,61289.0,11.86235961578673,55,Indie,Hawthorn Games,涂途,2716930,11.620970800151687
Ants Took My Eyeball,2024-04-19,4411,16.99,61223.0,9.037092241039142,93,Indie,Bosmic Forge,Bosmic Forge,1627890,13.879619133983224
Zoo Simulator,2024-07-26,3737,19.99,61087.0,3.273604542454089,79,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2129220,16.346534653465348
Lagoon Lounge 2 : The Secret Roommate,2024-01-26,5279,13.99,61068.0,3.1306831969792213,99,Indie,KAIJYU-09,KAIJYU-09,2754340,11.568100018942982
失乐星图Nornium,2024-08-09,67552,0.0,60846.0,2.1780584672619385,15,Indie,Flaring Cloister,Flaring Cloister,2877160,0.9007283278067266
Firefighter Connor,2024-04-30,8216,8.99,60731.0,2.242095780909892,94,Indie,XSSPACE,XSSPACE,2384920,7.391796494644596
STEPMOM: Milf Scandal 💖,2024-04-06,8747,9.99,60707.0,1.6881789681934547,74,Indie,Lust Desires 🖤,Lust Desires 🖤,2879480,6.940322396250143
Fossilfuel 2,2024-02-19,3536,19.99,60574.0,3.4051538698366484,83,Indie,DangerousBob Studio LLC,DangerousBob Studio LLC,2299660,17.130656108597286
Grim Realms,2024-03-16,7912,14.99,60485.0,22.21024111991872,81,Indie,Edym Pixels,Edym Pixels,1522280,7.644716885743175
Dragon Island,2024-03-11,4540,15.99,60119.0,5.27832271072752,49,Indie,Kulplant,Kulplant,1554470,13.242070484581498
Vendir: Plague of Lies,2024-05-30,5394,14.99,60002.0,7.874389589473117,77,Indie,Early Morning Studio,Early Morning Studio,1478850,11.123841305153874
TFC: The Fertile Crescent,2024-06-13,6084,14.99,59978.0,9.141889553317936,93,Indie,Wield Interactive,Wield Interactive,1674820,9.858316896778435
Quest Master,2024-05-29,3682,19.99,59887.0,14.166458476302155,98,Indie,Apogee Entertainment,"Julian Creutz,Skydevilpalm",2094070,16.264801738185767
The Quintessential Quintuplets - Memories of a Quintessential Summer,2024-05-23,2062,34.99,59790.0,6.669112171149566,94,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2507610,28.99612027158099
Venture to the Vile,2024-05-21,2933,24.99,59625.0,8.214971200602747,75,Indie,Aniplex Inc.,Studio Cut to Bits,2153750,20.329014660756904
Victory at Sea Atlantic - World War II Naval Warfare,2024-04-05,1822,39.99,59473.0,6.743969006148069,65,Indie,Evil Twin Artworks,Evil Twin Artworks,1674830,32.64160263446762
The World's Egg - For Those Who Dream,2024-03-29,6239,12.99,59464.0,3.5879581457102465,84,Indie,Kagura Games,Hasoyua,2614670,9.53101458567078
Lunar's Chosen - Episode 2,2024-03-28,5851,11.99,59390.0,2.801292567449313,72,Indie,PTGames,PTGames,2697200,10.150401640745171
Be My Horde,2024-06-18,13942,4.99,59326.0,4.340932988101288,88,Indie,Polished Games,Polished Games,2499520,4.255200114761154
King of the Bridge,2024-03-08,21749,2.99,59016.0,2.2387116478207623,96,Indie,Finn Schuuring,Finn Schuuring,2523120,2.713504069152605
Inkbound,2024-04-09,156820,29.99,3139302.0,29.459680253104807,91,Indie,Shiny Shoe,Shiny Shoe,1062810,20.018505292692257
Sky: Children of the Light,2024-04-10,529290,0.0,3087626.0,30.47269156154372,84,Indie,thatgamecompany,thatgamecompany,2325290,5.833524155000094
古龙风云录,2024-02-01,158807,29.99,3080764.0,21.370174186118447,60,Indie,心火游戏,香港商河洛互動娛樂股份有限公司,2340650,19.399421939838923
HELLCARD,2024-02-01,208084,24.99,3008517.0,15.293875870297132,85,Indie,"Skystone Games,Surefire.Games",Thing Trunk,1201540,14.458185155994695
ASKA,2024-06-20,147273,24.99,2986028.0,30.71361641191253,79,Indie,Thunderful Publishing,Sand Sailor Studio,1898300,20.275461218281695
SMITE 2,2024-08-27,110462,29.99,2981479.0,8.86584602378419,56,AA,Hi-Rez Studios,Titan Forge Games,2437170,26.990992377469176
Legendary Tales,2024-02-08,88603,54.99,2934588.0,7.76449813405446,79,Indie,Urban Wolf Games Inc.,Urban Wolf Games Inc.,1465070,33.12063925600713
Visions of Mana,2024-08-29,52728,59.99,2846837.0,12.066746016802458,86,AA,Square Enix,Square Enix,2490990,53.99099150356547
Summer Clover,2024-06-26,181429,17.99,2827661.0,8.280402546996685,99,Indie,"Mango Party,Mango Party News",Connection,2458860,15.585496254733256
Rabbit and Steel,2024-05-09,213267,14.99,2771018.0,14.014176071536836,97,Indie,mino_dev,mino_dev,2132850,12.993186944065421
Drug Dealer Simulator 2,2024-06-20,131611,24.99,2766205.0,25.364534425604138,73,Indie,Movie Games S.A.,Byterunners,1708850,21.01803800594175
Expeditions: A MudRunner Game,2024-03-05,75673,39.99,2739562.0,17.571686825136506,55,AA,Focus Entertainment,Saber Interactive,2477340,36.20263502173827
Millennia,2024-03-26,77085,39.99,2689142.0,49.30417037222121,68,AAA,Paradox Interactive,C Prompt Games,1268590,34.885412207303624
The Lost Village,2024-04-07,312901,11.99,2686565.0,5.463333333333334,0,Indie,FunYoo Games,FunYoo Games,1963040,8.585990457045519
Stolen Realm,2024-03-08,181670,19.99,2678385.0,21.723225997502364,88,Indie,Burst2Flame Entertainment,Burst2Flame Entertainment,1330000,14.74313315352012
Lost Castle 2,2024-07-24,211121,14.99,2657104.0,12.847294015384946,0,Indie,Hunter Studio,Hunter Studio,2445690,12.585692564927221
Mad Island,2024-05-23,155931,19.99,2639042.0,20.123733557370457,94,Indie,EmadePlus,EmadePlus,2739590,16.924421699341377
吞食天地2：誕生Reborn,2024-02-16,28202,0.0,2562503.7123580766,239.43979712743936,42,Indie,Chinesegamer,Chinesegamer,2396910,90.86248182249757
Still Wakes the Deep,2024-06-18,90219,34.99,2562417.0,3.234570533404696,90,Indie,Secret Mode,The Chinese Room,1622910,28.402188009177667
下一站江湖Ⅱ,2024-04-17,136951,24.99,2547970.0,18.75933270283221,72,Indie,白玉京工作室,白玉京工作室,1606180,18.604975502186914
Murders on the Yangtze River,2024-01-30,262661,14.99,2512969.0,8.649804472983394,98,Indie,"OMEGAMES STUDIO,NPC Entertainment",OMEGAMES STUDIO,1746030,9.567347265105973
FOUNDRY,2024-05-02,97098,29.99,2465573.0,32.351466509154854,84,AAA,Paradox Interactive,Channel 3 Entertainment,983870,25.392623946940205
ASTRA: Knights of Veda,2024-04-01,168093,0.0,2460116.0,50.12468120096058,42,Indie,HYBE IM,FLINT,2484250,14.635445854378231
Pax Dei,2024-06-18,68881,39.99,2451023.0,69.21122935169132,74,Indie,"Mainframe Industries,New Tales",Mainframe Industries,1995520,35.583441006954025
CarX Street,2024-08-29,136133,19.99,2449168.0,7.853044831749314,60,Indie,"CarX Technologies, LLC","CarX Technologies, LLC",1114150,17.990994101356762
Cultivation Tales,2024-04-17,201079,19.99,2443731.0,60.02369541089477,37,Indie,Ac Games,Ac Games,1504570,12.153089084389718
New Cycle,2024-01-18,106400,29.99,2442964.0,10.627153230165622,80,AA,Daedalic Entertainment,Core Engage,2198510,22.960187969924814
The Genesis Order,2024-04-02,173321,14.99,2346551.0,18.6095826363562,0,Indie,NLT Media,NLT Media,2553870,13.538757565442156
Killer Klowns from Outer Space: The Game,2024-06-04,64300,39.99,2314221.0,21.16766952023593,78,Indie,IllFonic Publishing,"IllFonic,Teravision Games",1556100,35.99099533437014
TopSpin 2K25,2024-04-25,45454,59.99,2299213.0,17.322994898766265,49,Indie,2K Games,Hangar 13,1785650,50.583292999516
SOUTH PARK: SNOW DAY!,2024-03-26,83739,29.99,2265184.0,4.835970573387596,53,AA,THQ Nordic,Question,1214650,27.050526039240975
Rail Route,2024-02-22,139096,24.99,2255205.0,20.786639916873984,92,Indie,Bitrich.info,Bitrich.info,1124180,16.21329872893541
UNDER NIGHT IN-BIRTH II Sys:Celes,2024-01-24,56781,49.99,2247373.0,32.03274584538905,82,AA,Arc System Works,"FRENCH-BREAD,Arc System Works",2076010,39.579665733255844
Jujutsu Kaisen Cursed Clash,2024-02-01,42729,59.99,2207967.0,11.63491680640775,55,AA,Bandai Namco Entertainment Inc.,Byking Inc.,1877020,51.6737344660535
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,2024-01-24,137669,0.0,2197863.0,37.10854335586316,53,Indie,KOEI TECMO GAMES,"KOEI TECMO GAMES,Akatsuki Games Inc.",2594920,15.964835947090485
BUNNY GARDEN,2024-04-18,102708,24.99,2172825.0,5.88196947795539,94,Indie,qureate,qureate,2654470,21.155362776025235
Depersonalization,2024-08-08,164038,19.99,2159417.0,8.589737121444603,94,AA,Gamera Games,MeowNature,1477070,13.16412660481108
Gladiator Guild Manager,2024-06-22,288820,14.99,2112751.0,6.271641034677983,83,Indie,"GrabTheGames,Gamera Games,UpgradePoint",Entertainment Forge,1043260,7.315113219306142
PANICORE,2024-05-31,485121,4.99,2094731.0,4.136291829591577,79,Indie,ZTEK Studio,ZTEK Studio,2695940,4.317955726509469
Terminator: Dark Fate - Defiance,2024-02-21,59124,39.99,2060085.0,27.542340994676504,79,AA,Slitherine Ltd.,Slitherine Ltd.,1839950,34.84346458291049
Sword of Convallaria,2024-07-31,236805,0.0,2044690.0,24.98715681366647,73,Indie,XD,XD,2526380,8.634488292054645
Goat Simulator 3,2024-02-15,140967,29.99,2033656.0,16.64641648994527,97,AA,Coffee Stain Publishing,Coffee Stain North,850190,14.426468606127676
Third Crisis,2024-05-19,116466,24.99,2002691.0,11.262251560361456,95,Indie,Anduo Games,Anduo Games,1260820,17.195499115621725
Taxi Life: A City Driving Simulator,2024-03-07,77813,29.99,1998591.0,8.299960397722103,56,AA,Nacon,Simteract,1351240,25.684538573246115
The Casting of Frank Stone™,2024-09-03,54672,39.99,1967699.0,4.249148340961347,63,AA,Behaviour Interactive Inc.,Supermassive Games,2223840,35.99098258706468
"Knowledge, or know Lady",2024-03-28,409646,6.99,1945765.0,6.768113464360378,96,Indie,蒸汽满满工作室,蒸汽满满工作室,2786680,4.749869399432681
Survival: Fountain of Youth,2024-05-21,98313,27.99,1913709.0,40.650295048620855,88,Indie,"Twin Sails Interactive,CE-Asia",Odinsoft Inc.,1967630,19.465472521436634
The Crew Motorfest,2024-04-18,56044,69.99,1902618.0,18.217623809575706,59,AAA,Ubisoft,Ubisoft Ivory Tower,2698940,33.94864749125687
Crime Boss: Rockay City,2024-06-18,127004,19.99,1900409.0,18.96476807453572,73,AA,505 Games,INGAME STUDIOS,2933080,14.963379106169885
Alone in the Dark,2024-03-20,45547,59.99,1898159.0,7.624716562984021,78,AA,THQ Nordic,Pieces Interactive,1310410,41.67473159593387
April 24th,2024-04-23,13978,4.99,58819.0,0.7359780707779322,85,Indie,EMIKA_GAMES,NOBODY,2907190,4.207969666618973
LipTrip ~My Boss Is My Heat Suppressant?!~,2024-04-14,6572,10.99,58776.0,2.229134939512905,83,Indie,"HUBLOTS,LoveStoryProject",SukeraSomero,2793290,8.943396226415095
Drive Me Crazy,2024-07-12,5626,12.99,58736.0,6.719917339222743,74,Indie,Tenth Art Studio,wwqk Studio,2918550,10.440099537859936
Star Trek Legends,2024-09-02,3937,19.99,58487.0,34.51471767361909,69,Indie,Tilting Point,Emerald City Games,2765460,14.855727711455422
Pricolage -IDOLIZED-,2024-02-19,9030,7.99,58380.0,1.129631019169127,74,Indie,Annulus,HIJIKI,2510890,6.465116279069767
Beauties! They're All After Me,2024-06-21,9004,8.99,58249.0,11.781097157141604,91,Indie,Beauties! They're All After Me,Beauties! They're All After Me,2873760,6.469235895157707
PegIdle,2024-06-19,14308,4.99,58248.0,43.43774505157989,79,Indie,EagleEye Games,EagleEye Games,2821890,4.0710092256080515
Bulletstorm VR,2024-01-18,1677,39.99,58243.0,1.5560455601858747,42,Indie,People Can Fly,Incuvo,2451320,34.73047107930829
DIRECT CONTACT,2024-02-29,3373,19.99,58027.0,6.3026994607693485,32,Indie,Mountain 81,Mountain 81,2084450,17.20337978061073
Leap Year,2024-06-13,12917,4.99,58010.0,1.801851040328595,99,Indie,"Daniel Linssen,Sokpop Collective",Daniel Linssen,2951770,4.490980877912828
Alice in the Nightmare Land,2024-06-07,5522,12.99,57974.0,3.1800400261125,87,Indie,OTAKU Plan,Tsukki's Tea Party,2583430,10.498732343353858
Dungeon Keeper Gold™,2024-03-07,30374,4.99,57919.0,9.718970792205097,95,AAA,Electronic Arts,Bullfrog Productions,1996630,1.9068611312306578
Yolk Heroes: A Long Tamago,2024-05-20,8825,7.99,57880.0,39.328561198480905,96,Indie,"14 Hours Productions,Astrolabe Games",14 Hours Productions,2417850,6.558640226628895
女神保卫战,2024-05-24,7096,9.99,57683.0,5.124420630852716,75,Indie,我的同居女神竟是小姨子,我的同居女神竟是小姨子,2933180,8.128945885005637
子归 - Blossom,2024-07-18,9933,7.99,57614.0,4.020366092234975,0,Indie,糯米团子工作室,糯米团子工作室,2579280,5.800261753750126
Leaving DNA,2024-03-07,6061,11.99,57464.0,5.139572696455877,87,Indie,The Impious Monk,The Impious Monk,2415240,9.480943738656988
Morimens,2024-08-01,15770,0.0,57436.540278163455,13.384947274205794,63,Indie,B.I.A.V. Studio,B.I.A.V. Studio,3052450,3.6421395230287543
Haunted House,2024-01-10,11008,8.99,57387.0,4.04629417359116,85,Indie,Genuine Studio,Genuine Studio,2376540,5.213208575581396
Crawling Lab,2024-06-16,13940,4.99,57371.0,7.859513090811096,83,Indie,eTIRUe,eTIRUe,2637070,4.115566714490674
KAMITSUBAKI CITY ENSEMBLE,2024-08-28,17421,3.99,57163.0,3.618618537414159,62,Indie,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala",2581050,3.281269731932725
Commando Collection,2024-07-26,13988,4.99,57114.0,2.195678782003565,99,Indie,Macrojoy,Macrojoy,3059010,4.083071203889047
Story Of Eve 2,2024-04-25,6937,9.99,57000.0,2.441362377180889,82,Indie,"Mango Party,Mango Party News",SmallSqurriel,1959520,8.216808418624765
Incubus Quest,2024-01-12,4931,14.99,56928.0,3.984279687862555,79,Indie,Kagura Games,SweetRaspberry,2429890,11.544919894544718
Mashiroiro Symphony HD -Sana Edition-,2024-05-01,3374,29.99,56826.0,15.587132012446787,88,Indie,Shiravune,Palette,2737980,16.842323651452283
"Magical Mic Duel: Senpai, Hear My Spell",2024-05-23,12868,6.99,56611.0,0.6995787387464362,92,Indie,ReLU Games,ReLU Games,2696400,4.399362760335716
EXIT KUN,2024-02-04,31148,2.99,56542.0,1.6875465233684876,85,Indie,AIKUN,"IKUN&KUN,AIKUN",2781370,1.8152690381404906
Space industrial empire,2024-05-24,12991,5.99,56264.0,185.925273584738,83,Indie,游戏养家工作室,游戏养家工作室,2423620,4.330998383496267
Flock,2024-07-16,3422,19.99,56222.0,5.0648597179177,95,AA,Annapurna Interactive,"Hollow Ponds,Richard Hogg",1472930,16.429573348918762
USC: Counterforce,2024-07-18,4557,19.99,56116.0,12.624011194681223,76,Indie,Firesquid,"Angry Cat Studios,Creatio 49",1574870,12.314241825762563
Rack and Slay,2024-05-27,11532,5.99,56109.0,9.014412644766326,94,Indie,2 Left Thumbs,Ludokultur,2311990,4.8655046826222685
Gordian Rooms 2: A curious island,2024-01-19,2891,24.99,56094.0,14.573450988254375,74,Indie,Crimsonite Games,Crimsonite Games,1528220,19.402974749221723
Honeymoon : Mystery Journey,2024-04-04,6849,9.99,56018.0,1.613685089483286,86,Indie,"Mango Party,Mango Party News",Gentleman.LTD,2483970,8.179004234194773
Hauntii,2024-05-23,3825,19.99,55934.0,5.999272463046797,90,Indie,Firestoke,Moonloop Games,2060790,14.623267973856208
Arranger: A Role-Puzzling Adventure,2024-07-25,3400,19.99,55837.0,3.963704938583484,95,Indie,Furniture & Mattress LLC,Furniture & Mattress LLC,2596420,16.42264705882353
Secrets of the Heartbeat,2024-06-07,13018,9.99,55727.0,2.6283030530483527,89,Indie,RainbowGame,RainbowGame,2774190,4.280765094484559
"Kingdom, Dungeon, and Hero",2024-07-01,2158,29.99,55543.0,13.419890616501409,84,Indie,Kraken Studios,Kraken Studios,2572400,25.738183503243743
ReRoad,2024-06-26,4185,14.99,55440.0,5.11095355691673,78,Indie,Rabbithole Games,Rabbithole Games,1304130,13.24731182795699
Petit Game Collection vol.1,2024-01-19,11241,7.99,55429.0,2.975158869813168,0,Indie,WSS playground,WSS playground,2757490,4.930966995818878
Nie No Hakoniwa - Dollhouse of Offerings,2024-02-15,2185,29.99,55324.0,9.778930254944072,78,Indie,Sekai Project,Chatte Noire,2527450,25.31990846681922
Mimic Logic,2024-02-22,15387,3.99,55254.0,9.843984440009253,99,Indie,Nihohe Soft,Nihohe Soft,2455920,3.5909534022226555
Body Pay,2024-04-19,8417,7.99,55093.0,1.4329818666749834,77,Indie,Cheese Burger Studio,Cheese Burger Studio,2909170,6.545443744802186
COLLEGE SEX FEST 2024,2024-05-02,6723,12.99,54904.0,1.967925174231157,62,Indie,Inturo Games Inc.,Inturo Games Inc.,2842860,8.166592295106351
Human Farm - Practice Section,2024-03-08,10095,6.99,54805.0,2.104899164154087,86,Indie,072 Project,とっくり海月,2516590,5.428925210500248
YUME 4,2024-01-12,18572,4.99,54457.0,1.2250755579041477,78,Indie,Lovely Games,Lust Desires 🖤,2602730,2.932209778160672
PERFECT CELLS PROJECT,2024-07-31,6494,9.99,54356.0,1.957793964661488,81,Indie,Playmeow,ShinshiMoustache,2688650,8.370187865722205
Sex Euphoria 💖,2024-02-03,8232,9.99,54348.0,1.6484623283506317,74,Indie,Romantic Room,Romantic Room,2740180,6.6020408163265305
Feed the Deep,2024-08-16,9909,6.99,54316.0,3.405209908163857,94,Indie,Luke Muscat,Luke Muscat,2332260,5.481481481481482
Lifecraft,2024-04-16,2832,22.99,54293.0,9.238948160822265,83,Indie,Pixbits,Pixbits,1839930,19.171257062146893
Valiant Hearts: Coming Home,2024-05-24,4242,14.99,54185.0,1.9642139752926429,66,AAA,Ubisoft,"Ubisoft Da Nang,Ubisoft Montpellier",2741360,12.773455917020273
RKGK / Rakugaki,2024-05-22,3298,19.99,54015.0,3.516789972301656,77,Indie,Wabisabi Games,Wabisabi Games,2146570,16.37810794420861
Chill Town,2024-03-22,4474,14.99,53847.0,8.455069857008738,72,Indie,Low-Hi Tech,Low-Hi Tech,1940200,12.03553866785874
Werewolf: The Apocalypse — The Book of Hungry Names,2024-04-25,3708,19.99,53836.0,20.21555010926772,89,Indie,Choice of Games,Choice of Games,2402280,14.518878101402374
"美女,应接不暇",2024-05-14,8294,9.99,53711.0,4.90755358007216,89,Indie,筠悦游戏,筠悦游戏,2753730,6.475886182782735
Heroes of Eternal Quest,2024-01-23,5554,11.99,53606.0,5.211472233432033,79,Indie,Surefire.Games,Drakkar Game Studio,2234200,9.651782499099747
Coin Pusher Casino,2024-02-29,5712,12.45,53577.0,20.55373358458625,90,Indie,TreeNutsGames,TreeNutsGames,2178590,9.379726890756302
Lunar's Chosen - Episode 1,2024-03-21,6065,11.99,53520.0,17.04048723468547,89,Indie,PTGames,PTGames,1695680,8.824402308326464
Love Chase,2024-05-20,11298,5.99,53201.0,5.78766925311464,88,Indie,Topgame,Topgame,2812850,4.708886528589131
Ocean Keeper: Dome Survival,2024-07-18,8573,7.99,53194.0,3.3624747089534006,87,Indie,RetroStyle Games,RetroStyle Games,2845630,6.204829114662312
Innocent Grape,2024-06-21,9419,6.99,53093.0,1.263656828427289,86,Indie,TopHouse Publishing,"TopHouse Studio,Abel Games",2924050,5.636797961567045
The Land Beneath Us,2024-05-13,4863,14.99,53038.0,7.226468390806144,83,Indie,"Dear Villagers,Gamera Games",FairPlay Studios Co. Ltd,2131010,10.90643635615875
KUNKUN Defender,2024-05-02,24898,2.99,52877.0,2.503987080889346,98,Indie,Seal,Seal,2902540,2.1237448791067557
Sex Magic 🔮,2024-02-24,8640,9.99,52803.0,1.5494840840141335,74,Indie,Lust Desires 🖤,Lust Desires 🖤,2800520,6.111458333333333
My Horse: Bonded Spirits,2024-06-19,3457,19.99,52635.0,3.1240758472671737,57,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2376970,15.22562915822968
Suzukuri Dungeon: Karin in the Mountain,2024-08-20,2908,24.99,52578.0,7.88879147866267,80,Indie,Shiravune,Karin Project,1552140,18.080467675378266
BAKERU,2024-09-03,1611,39.99,52181.0,3.104794863653244,97,AA,"Spike Chunsoft Co., Ltd.","Good-Feel Co., Ltd.",2969380,32.39044072004966
Cricket Captain 2024,2024-06-06,1932,29.99,52146.0,34.64194315756216,71,Indie,Childish Things Ltd,Childish Things Ltd,2900670,26.990683229813666
The Last Alchemist,2024-07-12,3193,19.99,51994.0,5.495677661356906,82,Indie,Marvelous Europe,Vile Monarch,1536570,16.28374569370498
Single By Choice,2024-06-23,7910,7.99,51747.0,2.2513127333238527,93,Indie,"LewdLoco,AIROTS","AIROTS,非魚創意",2812180,6.54197218710493
Demonsomnia,2024-08-13,4813,13.99,51562.0,1.2559833898863375,32,Indie,Woziva,Woziva,2506820,10.713068772075628
Sophia the Traveler,2024-04-11,7069,8.99,51514.0,2.18323889731405,90,Indie,Thermite Games,Memo Gogo,1602540,7.287310793605885
