name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,revenue_per_copy
Dungeon Dreams 2,2024-02-08,2784,19.99,45410.0,43.46055529505093,93,Indie,DDreams Games,DDreams Games,1843470,16.311063218390803
Dreamlike Love with Seira,2024-08-23,7884,6.99,45337.0,2.29505412088319,98,Indie,JAST,るび様崇める会,2986260,5.75050735667174
Rocking Legend,2024-06-17,2552,24.99,45198.0,3.057272110032212,77,Indie,Domuro Soft,Domuro Soft,1260800,17.710815047021942
七度荒域：混沌之树,2024-08-16,6965,11.99,45169.0,3.5675660187250444,81,Indie,Lightimpact,Lightimpact,3088410,6.4851399856424985
"SEX, BEACH & GIRLS ⛱ 💦",2024-08-10,8167,6.99,45074.0,2.1406784793960285,84,Indie,Taboo Tales 💘,Pocket Rocket Studio 🚀,3009830,5.519040039182074
Spanky!,2024-04-29,5721,9.99,44989.0,2.4737233399859564,83,Indie,HappyHead Games,HappyHead Games,1732420,7.863834993882189
Deathbound,2024-08-08,1843,29.99,44908.0,7.426871347947235,80,Indie,Tate Multimedia,Trialforge Studio,1277130,24.36679327183939
NINJA SLAYER NEO-SAITAMA IN FLAMES(ニンジャスレイヤー ネオサイタマ炎上),2024-07-23,2496,19.99,44905.0,1.7177040895401547,41,Indie,"KADOKAWA CORPORATION,KADOKAWA Game Linkage,ABC ANIMATION",Skeleton Crew Studio,2752330,17.990785256410255
Undead Inc.,2024-05-02,2610,19.99,44449.0,5.721536277943006,37,AA,Team17,Rightsized Games,2104880,17.030268199233717
Disco Simulator,2024-03-05,3817,14.99,44231.0,5.355468195030205,79,Indie,"Games Incubator,PlayWay S.A.","Games Incubator,Frozen Cave Studio",1226970,11.587896253602306
Stories from the Outbreak,2024-02-20,3683,19.99,44160.0,10.832185606695251,87,Indie,Coldwild Games,Coldwild Games,1968630,11.990225359761064
Taimanin Yukikaze,2024-04-29,4008,14.99,44103.0,4.909042849615716,91,Indie,Shiravune,Lilith,2739700,11.00374251497006
Kurone's Feelings ~Apprentice Witch of Starfall Village~,2024-01-26,3644,14.99,43908.0,1.5584217212031242,90,Indie,OTAKU Plan,Bielograf,2307300,12.04939626783754
Project L33T,2024-07-25,1626,29.99,43887.0,10.281846003295016,65,Indie,Holmgard Games,Holmgard Games,2803360,26.990774907749078
Croakoloco,2024-05-06,9864,5.99,43768.0,15.216373611874015,93,Indie,Ryan Forrester,Ryan Forrester,2628420,4.437145174371452
Class of Heroes 2G: Remaster Edition,2024-04-26,2675,19.99,43725.0,13.578361345315052,65,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195790,16.345794392523363
Kanon,2024-06-19,1786,29.99,43678.0,12.337163860694352,98,Indie,VISUAL ARTS,VISUAL ARTS/Key,2850310,24.455767077267637
Shoulders of Giants: Ultimate,2024-08-12,2653,19.99,43600.0,4.806888108585829,90,Indie,Moving Pieces Interactive,Moving Pieces Interactive,2283880,16.43422540520166
Dragon Chronicles: Black Tears,2024-07-14,3987,14.99,43542.0,10.166710361745633,77,Indie,Nyou,Nyou,2701350,10.920993227990971
The Heroes Around Me,2024-06-14,7510,6.99,43017.0,2.8589233773670752,0,Indie,OKJOY,OKJOY,1768470,5.727962716378163
Monster Jam™ Showdown,2024-08-29,955,49.99,42966.0,4.484917932813896,80,Indie,Milestone S.r.l.,Milestone S.r.l.,2350280,44.99057591623037
Bagel Love Story,2024-05-20,13134,3.99,42955.0,2.7087018909894858,98,Indie,NVLMaker,橘子班,2798600,3.2705192629815745
Sneak Out,2024-06-06,230771,0.0,42896.0,7.538281877465217,57,Indie,Kinguin,Kinguin Studios,2410490,0.18588124157714792
Splodey,2024-06-04,4765,12.99,42892.0,5.480412642885778,92,Indie,Mad Mushroom,Send It Studios,2204170,9.001469045120672
Staffer Reborn,2024-04-26,17834,2.99,42836.0,0.8715559011038803,98,Indie,Team Tetrapod,Team Tetrapod,2658920,2.401928899854211
Nodebuster,2024-08-13,15819,2.99,42568.0,2.7462502016137416,99,Indie,Goblobin,Goblobin,3107330,2.690941273152538
Planetaries,2024-08-15,2578,19.99,42508.0,8.339327194184754,61,Indie,EY-Studio,EY-Studio,2800450,16.488750969743986
It Was Raining That Night,2024-05-29,4838,11.99,42490.0,1.922429877151138,74,Indie,Deafperv,VeronicaPerv,2543770,8.782554774700289
E.E.R.I.E2,2024-06-16,8217,7.99,42377.0,5.604201762620815,84,Indie,Ureasoft,Ureasoft,2162780,5.157235000608495
Escort's Secrets 18+,2024-01-06,6650,9.99,42371.0,2.715271067892765,65,Indie,BanzaiProject,BanzaiProject,2668160,6.3715789473684215
Anno 1602 History Edition,2024-04-22,8401,9.99,42332.0,6.856321831993535,67,AAA,Ubisoft,Ubisoft Mainz,2820130,5.038923937626473
Irotoridori No Sekai HD - The Colorful World,2024-02-16,1533,34.99,42280.0,33.408494179391745,99,Indie,NekoNyan Ltd.,FAVORITE,2591380,27.579908675799086
XiuzhenWorld / 修真世界,2024-04-30,7497,9.99,42253.0,85.5434139318437,77,Indie,Noforgetit,Noforgetit,2868430,5.635987728424703
Spire Horizon,2024-02-14,5676,9.99,42180.0,8.823513240410309,80,Indie,Mendoka,Mendoka,2321880,7.431289640591967
Kristala,2024-06-06,1748,29.99,42089.0,3.270808205157224,90,Indie,Astral Clocktower Studios,Astral Clocktower Studios,1206410,24.07837528604119
Bureau of Contacts,2024-06-20,7620,7.99,42019.0,2.871687524854979,84,Indie,MIROWIN,MIROWIN,2840210,5.514304461942257
Lilim wants to Lv up♥,2024-08-27,5130,9.99,41953.0,4.206552409983751,81,Indie,Playmeow,"Yoü studio,Maker製造機",2651570,8.177972709551657
myPOPGOES,2024-08-01,11465,4.99,41949.0,3.964125096733567,84,Indie,Clickteam,Kane Carter,2429350,3.6588748364587875
Hypnosis Card,2024-01-19,10812,4.99,41891.0,2.016618209055319,77,Indie,Lovely Games,Lust Desires 🖤,2544990,3.8744913059563446
SOUL COVENANT,2024-04-18,1026,49.99,41764.0,2.971468127622907,75,Indie,"Thirdverse, Co., Ltd.","Thirdverse, Co., Ltd.",2237740,40.705653021442494
Just Click The Button,2024-01-17,15760,2.99,41751.0,6.070071139889177,93,Indie,Simon Eftestol,Simon Eftestol,2577760,2.6491751269035535
Tools Up! Ultimate Edition,2024-01-05,4051,34.99,41386.0,4.194304726038506,79,Indie,Untold Tales,The Knights of Unity,2551920,10.216242902986917
Journey to the West Survivor,2024-03-24,10946,5.99,41369.0,10.398218727760351,87,Indie,Leyo Games,Buding Games,2450100,3.7793714598940253
Idle Heros,2024-05-01,18688,0.0,41269.0,74.30369938660196,85,Indie,EGAME,EGAME,1686290,2.2083154965753424
Mylene and the Lust temple,2024-02-01,3866,13.99,41218.0,1.414527658448737,89,Indie,072 Project,キラ☆タマ,2562550,10.661665804449044
Back,2024-07-30,7243,6.99,41201.0,1.3869485359413716,83,Indie,MYSTERY CROWN,MYSTERY CROWN,2913040,5.688388789175756
The Necromancer Arises,2024-03-25,5251,9.99,41069.0,2.176031510339552,82,Indie,Whiteleaf Studio,Whiteleaf Studio,2413570,7.821176918682156
Operation: Polygon Storm,2024-08-12,3786,14.99,40987.0,2.3359190909522582,80,Indie,Untold Tales,Toxic Studio,2310160,10.82593766508188
Old Coin Pusher Friends 3,2024-07-25,12042,3.99,40967.0,12.495623448004896,97,Indie,STP WORKS,STP WORKS,3040390,3.402009632951337
E-Startup 2 : Business Tycoon,2024-05-14,4124,12.99,40926.0,4.321572074374925,80,Indie,Polytale Games,Polytale Games,2547750,9.923860329776916
Riviera: The Promised Land,2024-07-16,1601,34.99,40866.0,8.112560411307811,96,Indie,Sting,Sting,2891280,25.525296689569018
Life Eater,2024-04-16,3362,14.99,40857.0,1.761433052706857,85,Indie,"Strange Scaffold,Frosty Pop",Strange Scaffold,2632930,12.15258774538965
This Grand Life 2,2024-06-20,2945,16.99,40793.0,13.109199416556264,92,Indie,Poking Water Games,Poking Water Games,2459490,13.851612903225806
Read Only Memories: NEURODIVER,2024-05-15,3328,14.99,40762.0,3.660410973557217,70,Indie,Chorus Worldwide Games,"MidBoss, LLC.",1293910,12.248197115384615
Alchemist Quest,2024-01-26,4175,12.99,40748.0,3.265305039415072,77,Indie,Kagura Games,ShiroKuroSoft,2657720,9.76
Kitten Burst,2024-01-20,2073,24.99,40690.0,7.522090444087317,100,Indie,Lithodelphis,Lithodelphis,1592360,19.62855764592378
Dusk City,2024-07-25,2052,24.99,40666.0,2.834362257995707,99,Indie,Dieselmine,Suteneko Lab.,2973120,19.817738791423
Class of Heroes: Anniversary Edition,2024-04-26,2484,19.99,40490.0,17.326049577224996,77,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195780,16.300322061191626
Beach Club Simulator 2024,2024-08-16,7981,8.99,40336.0,5.27093331340532,82,Indie,Catsupp Games,Catsupp Games,2856030,5.054003257737126
Beyond Hanwell,2024-08-25,2484,17.99,40218.0,3.1956422657074275,82,Indie,Steel Arts Software Ltd,Steel Arts Software Ltd,2565550,16.190821256038646
Armored Suit Solgante,2024-06-14,4236,12.99,40188.0,3.983391950568567,82,Indie,Kagura Games,GapTax,2914470,9.487252124645892
Sun Breed,2024-04-16,4222,14.99,40182.0,4.677975289079946,92,Indie,SuperWriter Games LLC,SuperWriter Games LLC,2573950,9.517290383704406
风流公子romantic young man,2024-07-25,10210,4.99,40067.0,2.6870168978411,90,Indie,Ronin SoftWork,Ronin SoftWork,2829600,3.9242899118511265
My step family,2024-03-15,5403,9.99,40051.0,0.8797257734494592,56,Indie,Kun family,Kun family,2753820,7.412733666481584
无休仙途,2024-07-25,8822,5.99,40010.0,43.543667833485095,77,Indie,GOCORE,GOCORE,2654540,4.535252777148039
Lazaret,2024-02-20,4436,10.99,39971.0,2.9691842032890894,88,Indie,Aegon Games,Aegon Games,2088280,9.010595130748422
修仙神诀,2024-06-27,12909,0.0,39887.0,12.383104587172468,74,Indie,雷鸣工作室,雷鸣工作室,3029670,3.089859787744984
Silent Rain,2024-07-15,5574,9.99,39816.0,3.669721526285395,67,Indie,Seedlers Interactive,"2Brains&Coffee,Seedlers Interactive",1791910,7.143164693218514
Slavania,2024-03-13,3238,15.99,39769.0,5.31468190304819,64,Indie,"FrostLeaf Games LLC,Game Art Pioneers",FrostLeaf Games LLC,1349600,12.281964175416924
Rebirth! New Lover,2024-08-06,5441,8.99,39756.0,3.3820040022280256,91,Indie,次元边界,次元边界,2803810,7.3067450836243335
Echocalypse: The Scarlet Covenant,2024-06-07,7701,0.0,39735.0,8.64651914648372,54,Indie,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd,2917030,5.159719516945851
Candy & Toys Store Simulator,2024-06-26,3531,12.99,39589.0,8.506729676566618,91,Indie,Ox Games,Ox Developer,3013700,11.21183800623053
Cats Hidden Around the World,2024-06-09,10740,4.99,39527.0,2.280299730203956,97,Indie,Travellin Cats,Travellin Cats,2377970,3.6803538175046553
TASOKARE HOTEL Re:newal,2024-01-22,1283,39.99,39446.0,6.31815504654062,92,Indie,SEEC Inc.,SEEC Inc.,2622260,30.745128604832423
MACROSS -Shooting Insight-,2024-03-27,1100,39.99,39428.0,2.5255326652276247,48,Indie,Bushiroad Inc.,KAMINARI GAMES Inc.,2103230,35.843636363636364
Britannia,2024-04-04,3036,24.99,39342.0,24.25514936178075,74,Indie,"PID Games,Avalon Digital",Avalon Digital,1268420,12.958498023715414
Lysfanga: The Time Shift Warrior,2024-02-13,2741,19.99,39323.0,8.184091418936433,78,Indie,Spotlight by Quantic Dream,Sand Door Studio,2161620,14.346224005837286
Snapshot VR,2024-04-05,2907,19.99,39215.0,25.527867024835096,87,Indie,Giant Scam Industries,Giant Scam Industries,1133580,13.48985208118335
Shanghai Summer,2024-02-07,3771,12.99,39145.0,2.7283112400338663,0,Indie,Astrolabe Games,FUTU Studio,1323830,10.380535666931848
Boyhood's End,2024-09-05,4394,10.99,39110.0,1.7971319180139649,86,Indie,"WSS playground,Alliance Arts","WSS playground,buriki clock",2403290,8.900773782430587
Sex Detective [18+],2024-01-20,6159,9.99,39057.0,2.62368680328011,74,Indie,BanzaiProject,BanzaiProject,2732510,6.34145153433999
飛天歷險2024(Dream Of Mirror Online),2024-06-18,5027,0.0,38814.0,53.80585097088608,86,Indie,Hong Kong GameStar Limited,SOFTSTAR ENTERTAINMENT,2899890,7.721106027451761
Chromosome Evil 2,2024-02-15,2504,19.99,38734.0,15.35812128894409,91,Indie,S.C. 16 BIT NIGHTS S.R.L.,"S.C. 16 BIT NIGHTS S.R.L.,dovganovskiy",2529770,15.468849840255592
A fascinating story,2024-06-14,5323,9.99,38560.0,2.751939126006837,75,Indie,Lovely Games,L&P,2756390,7.244035318429457
STRIDE: Fates,2024-05-16,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way,2597880,26.427197802197803
Brainwashing with Tentacles R,2024-05-25,4016,11.99,38429.0,1.6485084560717145,73,Indie,Dieselmine,kagurado,2862430,9.568974103585658
False Dream,2024-01-16,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames,2753720,1.7075202708723158
Chocolate Factory,2024-06-18,2560,19.99,38045.0,5.231778431189281,58,Indie,Tbjbu2,Tbjbu2,2854710,14.861328125
Touhou ~Red Empress Devil.,2024-03-07,5933,7.99,37988.0,1.1907577469879576,79,Indie,STUDIO POCO,STUDIO POCO,1734070,6.402831619753918
Orgasm Academy 💦,2024-04-13,5975,9.99,37850.0,2.698963040803605,83,Indie,Lust Desires 🖤,Lust Desires 🖤,2820600,6.334728033472803
Timemelters,2024-02-28,2700,19.99,37803.0,5.238353917176057,94,Indie,Autoexec Games,Autoexec Games,1096140,14.001111111111111
Escape Memoirs: Safe House,2024-07-19,4474,9.99,37696.0,3.980908947622048,97,Indie,0 Deer Soft Partnership,0 Deer Soft,2722360,8.425569959767547
Inn Tycoon,2024-08-26,5278,9.9,37621.0,4.334262378938257,87,Indie,"Evil Goose Games,Gamersky Games",Evil Goose Games,2749000,7.1278893520272835
Legend of the Master Baiter,2024-06-21,5111,9.99,37590.0,4.788857462263077,78,Indie,Kagura Games,BigWednesday,2864830,7.354725102719624
Silent Depth 2: Pacific,2024-07-16,3423,12.99,37567.0,3.543798908664691,58,Indie,MicroProse Software,MicroProse Software,2591010,10.974875839906515
Pampas & Selene: The Maze of Demons,2024-05-21,5126,9.99,37487.0,7.261998140753362,93,Indie,Unepic Games,@unepic_fran,1966220,7.313109637143972
Union of Gnomes,2024-07-18,3038,14.99,37472.0,4.858536097701764,93,Indie,HeroCraft PC,Hoolignomes,2097030,12.334430546412113
DATE A LIVE: Ren Dystopia,2024-09-05,1223,39.99,37412.0,3.649681378405073,96,Indie,Idea Factory International,"Idea Factory,Compile Heart,Sting",2627780,30.590351594439902
风岬-The Everlasting lovestory at the Windcap,2024-02-13,7858,5.99,37405.0,3.8382243486449794,0,Indie,百歌CentChansons,百歌CentChansons,2414750,4.760117078136931
My Little Pony: A Zephyr Heights Mystery,2024-05-17,1064,39.99,37380.0,5.784979175911031,88,Indie,Outright Games Ltd.,Drakhar Studios,2235440,35.13157894736842
World Turtles,2024-04-15,2761,19.99,37235.0,2.8684712372014327,78,Indie,indie.io,Re: cOg Mission,1512050,13.48605577689243
Darkness Revenge,2024-02-08,4505,9.99,37160.0,3.036385164083652,81,Indie,Hematite,Hematite,2112680,8.248612652608212
Linkito,2024-07-23,2923,14.99,37043.0,4.508091899937316,88,Indie,"Playdigious Originals,Kimeria Games",Kalinarm,2312770,12.672938761546357
Aground Zero,2024-01-18,2046,19.99,36809.0,13.945204139951857,92,Indie,Fancy Fish Games,Fancy Fish Games,1795570,17.990713587487782
Towerful Defense: A Rogue TD,2024-07-29,4968,9.99,36774.0,4.435117143496472,78,Indie,Mini Fun Games,Mini Fun Games,2453610,7.4021739130434785
SEX Airlines 🔞✈️,2024-07-13,5700,9.99,36654.0,1.330472437003454,72,Indie,Play & Cum 💦,Play & Cum 💦,3014600,6.430526315789474
Virtua Unlimited Project,2024-04-24,4091,10.99,36626.0,7.486923043711081,0,Indie,Neverland Entertainment,Virtua Ride System,1934030,8.952823270593987
重生了还要我谈恋爱？,2024-07-25,6109,7.99,36601.0,3.1956110734957632,95,Indie,画域互动,画域互动,2804510,5.991324275658864
14 Minesweeper Variants 2,2024-06-14,6567,6.99,36460.0,30.8273594644494,98,Indie,Artless Games,"Alith Games,Artless Games",2631960,5.552002436424547
Die by the Blade,2024-05-16,2085,19.99,36435.0,4.79305152673187,61,Indie,Grindstone,"Grindstone,Triple Hill Interactive,Toko Midori Games",1154670,17.47482014388489
Real Dive World,2024-05-10,2501,19.99,36294.0,2.67005413560503,82,Indie,OTAKU Plan,TANUKIHOUSE,2337090,14.511795281887245
Climber Animals: Together,2024-03-22,12770,3.99,36224.0,2.713706604500689,93,Indie,Weakfish Studio Publishing,Payoff Games,2744880,2.8366483946750196
Sid Meier's Alpha Centauri™ Planetary Pack,2024-03-07,18231,4.99,36165.0,15.234579989068529,95,AAA,Electronic Arts,Firaxis Games,2204130,1.9837090669738358
Archean,2024-05-16,2138,19.99,36163.0,35.56501054328521,92,Indie,"batcholi,FloDKSM","batcholi,FloDKSM",2941660,16.91440598690365
洪荒：我挂机成圣,2024-01-14,6629,6.99,36125.0,271.6146279284957,50,Indie,老乌贼工作室,老乌贼工作室,2123310,5.449539900437472
Knights Within,2024-05-15,2479,17.99,36030.0,7.057114379278621,97,Indie,Indecision Labs,Indecision Labs,2406180,14.534086325131101
Master of Chess,2024-06-12,3176,14.99,36029.0,9.34233207450903,86,Indie,BRANE,BRANE,2248900,11.344143576826196
Umbraclaw,2024-05-30,1971,24.99,36009.0,4.507811287732485,93,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2428420,18.269406392694062
C.A.R.D.S. RPG: The Misty Battlefield,2024-05-22,1133,39.99,35903.0,10.33745263202776,46,Indie,ACQUIRE Corp.,ACQUIRE Corp.,2539880,31.688437775816418
Rogue Fable IV,2024-01-26,3991,11.99,35878.0,26.67117876901817,92,Indie,Pixel Forge Games,Pixel Forge Games,2720010,8.989726885492358
3 Minutes to Midnight - A Comedy Graphic Adventure,2024-08-22,1742,24.99,35867.0,7.501924637371908,92,Indie,Scarecrow Studio,Scarecrow Studio,832500,20.58955223880597
Innocence Or Money | Season 2 | Episode 1,2024-08-10,9947,3.99,35719.0,1.892374217964523,75,Indie,MarcialART,MarcialART,3064420,3.5909319392781742
QANGA,2024-09-02,2197,19.99,35571.0,3.25806345564814,85,Indie,iolaCorp Studio,iolaCorp Studio,1648190,16.190714610832956
The Cooking Game VR,2024-08-09,3127,19.99,35330.0,1.6773863133265157,72,Indie,Play Spirit Limited,Play Spirit Limited,857180,11.29836904381196
Top Racer Collection,2024-03-06,2184,19.99,35298.0,4.23830756740612,83,Indie,"QUByte Interactive,Piko Interactive,bleem.net",QUByte Interactive,2214000,16.162087912087912
CORPUS EDAX,2024-09-05,2228,19.99,35271.0,2.058410046420825,79,Indie,Luis G. Bento,Luis G. Bento,2017610,15.830789946140037
Ballance,2024-01-05,9412,5.99,35198.0,1.613739933077078,78,Indie,Ziggurat,Cyparade,2000770,3.739694007649809
Galactic Glitch,2024-07-15,3974,12.99,35181.0,4.501046549918738,94,Indie,Crunchy Leaf Games,Crunchy Leaf Games,1536620,8.85279315551082
The Assistant Season 2,2024-08-29,4501,9.99,35119.0,2.944678487160993,87,Indie,Backhole,Backhole,2994260,7.80248833592535
GOBLIN SLAYER -ANOTHER ADVENTURER- NIGHTMARE FEAST,2024-02-28,700,54.99,34638.0,8.28881600993995,48,Indie,Bushiroad Inc.,"APOLLOSOFT Inc.,mebius.",2456410,49.48285714285714
Unspoken,2024-04-01,13185,2.99,34570.0,1.221261653746725,91,Indie,Weeping Studio,Weeping studio,2846290,2.62191884717482
Trap Yuri Garden,2024-06-10,3168,14.99,34538.0,4.174798019139268,93,Indie,"Eroge Japan,Sanuk Inc.",No Strike,2183910,10.902146464646465
Llamasoft: The Jeff Minter Story,2024-03-13,1437,29.99,34480.0,2.6086928041531428,93,Indie,Digital Eclipse,Digital Eclipse,2236680,23.994432846207378
Busty Milf and Summer Country Sex Life,2024-04-25,1920,22.99,34423.0,2.5442447265943544,94,Indie,Dieselmine,MikanBatake,2795310,17.928645833333334
Retrowave World,2024-05-10,4976,9.99,34177.0,6.393304313510181,83,Indie,RewindApp,RewindApp,2413050,6.868368167202572
War Tortoise,2024-03-27,3157,12.99,34147.0,35.57522367183048,82,Indie,Foursaken Media,Foursaken Media,2120250,10.816281279695914
The Night is Grey,2024-01-05,2599,15.99,34137.0,6.327124309995986,83,Indie,Whalestork Interactive,Whalestork Interactive,1281490,13.134667179684493
エスカレーター |  Escalator,2024-01-06,13759,2.99,34019.0,0.970338311259362,38,Indie,Toyasky,Toyasky,2738050,2.4724907333381787
Thalassa: Edge of the Abyss,2024-08-01,1885,19.99,33913.0,5.175897436224591,92,Indie,Team17 Digital Ltd,Sarepta Studio,1783680,17.990981432360744
Forest Ranger Simulator,2024-06-19,2968,14.99,33771.0,6.762252434257949,48,Indie,FreeMind S.A.,"HOT CODE COMPANY,FreeMind S.A.,VIRTUAL MAGIC",1185780,11.378369272237197
Fallen Leaf,2024-07-15,2354,16.99,33220.0,6.47813663302046,90,Indie,Delta Shore Games,Delta Shore Games,1459010,14.11214953271028
Été,2024-07-23,1903,24.99,33085.0,6.732972715477706,99,Indie,Impossible,Impossible,1065070,17.385706778770363
Monster Girl Conquest Records Battle Orc,2024-05-09,3604,10.99,33040.0,2.6832910240482435,93,Indie,Shady Corner Games,mozu field,2680840,9.167591564927857
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,2024-04-23,1443,29.99,32967.0,2.551853235737157,62,Indie,GameMill Entertainment,Cradle Games,2527580,22.846153846153847
Dungeon Exiles,2024-08-07,3916,9.99,32913.0,8.265966155033187,77,Indie,Gronkins,Gronkins,2850100,8.404749744637385
An English Haunting,2024-05-22,2877,13.99,32895.0,4.98717775106139,96,Indie,"Postmodern Adventures,enComplot",Postmodern Adventures,2474030,11.43378519290928
Trackline Express,2024-04-18,2838,14.99,32789.0,5.505014640252864,85,Indie,Bubblebird Studio,Bubblebird Studio,2343920,11.553558844256518
Rum & Gun,2024-08-26,8875,4.99,32753.0,12.051587904666636,94,Indie,Borington,Borington,1210800,3.6904788732394365
Plushie from the Sky,2024-05-06,3684,11.99,32723.0,2.4452972237095225,96,Indie,fishwind,fishwind,1679510,8.882464712269272
飄流幻境M,2024-06-25,13101,0.0,32631.0,42.33954376230544,74,Indie,Chinesegamer,Chinesegamer,1481340,2.4907258987863523
Horny Suika: Wet Watermelon,2024-08-02,7860,4.99,32631.0,3.632772524791276,91,Indie,Tora Creatives,Tora Creatives,2739980,4.151526717557252
Nine Tereasures of Liuyin,2024-08-01,2160,18.99,32506.0,2.98226257938161,0,Indie,kingnagame,kingnagame,2949580,15.049074074074074
Sore wa Maichiru Sakura no You ni -Re:BIRTH-,2024-06-07,1132,39.99,32480.0,10.10257010148131,89,Indie,HIKARI FIELD,Navel,2754170,28.692579505300355
TryAndLove,2024-01-25,5564,6.99,32472.0,3.313299785383789,51,Indie,MYSTERY CROWN,MYSTERY CROWN,2715590,5.8360891445003595
Wulin Chess,2024-02-01,5968,11.99,32365.0,30.11762561523791,76,Indie,East2west Games,LameCat Studio,1525410,5.42308981233244
My love with the GirlsGroup,2024-04-17,2255,25.5,32198.0,2.680101537283766,72,Indie,Bing World,Bing World,2852710,14.27849223946785
Benefitship,2024-07-12,12641,2.99,32166.0,1.7604861868198556,96,Indie,RFH Games,RFH Games,2404000,2.5445771695277273
Lust & Legends,2024-05-09,3127,12.99,32128.0,2.322082956917242,79,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2899030,10.274384393987848
Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,2024-07-16,593,59.99,32016.0,3.4537952979865176,97,AA,SEGA,CyberConnect2,2424110,53.989881956155145
Abathor,2024-07-25,2593,14.99,31842.0,5.0401017121337786,91,Indie,JanduSoft,Pow Pixel Games,2295610,12.27998457385268
Yet Another Fantasy Title (YAFT),2024-04-10,2557,19.99,31754.0,2.8679573315310183,61,Indie,"Atomic Wolf,Games Operators",Atomic Wolf,1993450,12.418459131795073
GHOSTWARE: Arena of the Dead,2024-06-10,2758,14.99,31678.0,2.716453630347715,85,Indie,Mothership Loudspeakerz,Daev Team,1893370,11.485859318346629
西游-琉璃盏,2024-07-11,2563,14.99,31644.0,8.225275653716226,85,Indie,Dark Dimension,Dark Dimension,1309510,12.346468981662115
Parfait Remake,2024-07-19,1254,34.99,31543.0,6.345430251028448,90,Indie,HIKARI PULSE,"GIGA,Entergram",2947220,25.15390749601276
Only Up: SKIBIDI TOGETHER,2024-07-12,8729,4.99,31466.0,2.364922886217591,81,Indie,"Rosa Special Studio,Grand Technology Associates","Grand Technology Associates,Rosa Special Studio",2928650,3.604765723450567
希望之城 The City Of Hope,2024-03-04,5701,6.99,31464.0,13.97846301423298,71,Indie,家里蹲工作室,家里蹲工作室,2424740,5.519031748815997
DEFENDUN : Hero Defense,2024-02-14,7029,8.99,31353.0,7.923647630905813,77,Indie,Gonggamorecontents Inc.,Gonggamorecontents Inc.,2323810,4.4605206999573195
Futanari di Funghi,2024-06-03,5273,6.99,31301.0,5.102718338234958,81,Indie,Shady Corner Games,Ahegames,2496640,5.936089512611416
Brothel Secrets 🔞,2024-01-27,5429,9.99,31198.0,1.60275482219499,77,Indie,Octo Games,Octo Games,2721240,5.746546325290109
Roommates,2024-02-07,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,7.498914878225223
SANYA,2024-03-01,2638,14.99,31003.0,1.465351068896308,75,Indie,helpnode,helpnode,1667360,11.752463987869598
"Sex, Camera, Action! 🔞",2024-07-27,5419,9.99,30951.0,1.8185943631721628,78,Indie,Play & Cum 💦,Play & Cum 💦,2955820,5.711570400442886
Decimate Drive,2024-02-25,4570,7.99,30948.0,1.3102211414602636,93,Indie,Some Random Designing,Some Random Designing,2427950,6.77199124726477
Unbeatable professional me with 100 girlfriends,2024-05-17,3760,9.99,30925.0,2.531206269062915,66,Indie,Day Day Up！,philosophy♂,2701420,8.224734042553191
Tomboy: Love in Hot Forge,2024-02-29,10169,3.99,30878.0,1.3421321457630302,88,Indie,NSFW18 Games,Zylyx,2732730,3.0364834300324515
Monster Tiles TD: Tower Wars,2024-02-11,25912,0.0,30820.0,23.330226717446127,80,Indie,Swell Games LLC,Swell Games LLC,2447060,1.1894103118246373
Sex City: 2069,2024-07-20,3751,14.99,30759.0,1.5297924373325982,65,Indie,Octo Games,Octo Games,2487130,8.20021327645961
Harvest Days: My Dream Farm,2024-07-25,3482,14.99,30652.0,18.14147562360472,71,Indie,"Family Devs,Toplitz Productions",Family Devs,1515320,8.802986789201608
GUNVOLT RECORDS Cychronicle,2024-02-15,2470,14.99,30558.0,3.17849779945142,71,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040,12.37165991902834
BeachHead,2024-01-22,3520,14.99,30498.0,18.152256882140843,63,Indie,Digital Fusion Inc.,Digital Fusion Inc.,1288790,8.664204545454545
Witch's Doll,2024-05-24,4909,6.99,30419.0,1.8276383459174887,88,Indie,Elite Lords Studios,Elite Lords Studios,2892000,6.196577714402118
Anno 1701 History Edition,2024-04-22,6151,9.99,30243.0,10.459053119326525,76,AAA,Ubisoft,Ubisoft Mainz,2820140,4.916761502194765
IIslands of War,2024-03-10,3885,4.99,30192.0,11.074408043059782,87,Indie,jwiggs,jwiggs,1162470,7.771428571428571
